Country,ISO,Sec_cntry,Name,Purpose,Admin_unit,Near_city,River,Main_basin,Sub_basin,Status,PVOUT,PV_surface,PV_spcapacity,Dam_hgt,Res_capacity,Res_area,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Proj_type,Lifecycle,Storage_typ,Linked_prj,Proj_cost,Proj_status,Study_status,Proj_yr,Yr_recentstudy,Comission_due,Ann_firm_gen,Ann_tot_gen,Prox_irrig,Size_irrig_area,Owner,Autom_EMS/SCADA, PrivateOwnership_RE,Feed_in_tariff_Solar,Feed_in_tariff _ForeignExchg,Guaranteed_Offtake,Competitive_bidding,Winning_bid _offtake,OtherFiscal _incentives_RE,Prioritized_access_grid_RE,Priority_dispatch,Compensation_IPP_offtake,Compensations_lost_generation,Gov_guarantee_payments,Regulatory_Overview,Download,Long,Lat
India,IND,,Kethan,Irrigation,Madhya Pradesh,Vidisha,Kethan,,,Operational since 1975,,36.9,,25.36,19.157,3.69,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Uppar Nirar Weir,"Irrigation, Hydropower",Tamil Nadu,Pollachi,Nirar,,,Operational since 1975,,708.5,,25.91,1.1,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Barna,Irrigation,Madhya Pradesh,Raisen,Barna,,,Operational since 1975,1559,770,,37.1,539,77,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),78.0628,23.0536
India,IND,,Jaldhara,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1975,,,,19.4,1.87,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Panjra Bothli,Irrigation,Maharashtra,Arvi,Local Nala,,,Operational since 1975,,2.9,,17.65,2.056,0.29,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Umri,Irrigation,Maharashtra,Arvi,Local Nala,,,Operational since 1975,,4.26,,20.98,2.55,0.426,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bisonia,Irrigation,Madhya Pradesh,Raigarh,Local,,,Operational since 1975,,6.7,,16.82,2.096,0.67,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kharad,Irrigation,Maharashtra,Yavatmal,Local Nala,,,Operational since 1975,,5.84,,15.05,1.32,0.584,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Basantpur,Irrigation,Chattisgarh,Na,Na,,,Operational since 1975,,0.74,,15.58,0.313,0.074,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Haripura,Irrigation,Uttaranchal,Gaderpur Bajpur,Bhakra,,,Operational since 1975,1470,708.5,,10.97,58.22,70.85,,,,,,,,,,,,,,,,,,,Government of Uttaranchal,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),79.3244,29.1161
India,IND,,Sondo,Irrigation,Maharashtra,Rajura,Sondo Nalla,,,Operational since 1975,,7,,23.19,2.149,0.7,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Borwa,Irrigation,Maharashtra,Manora,Local Nala,,,Operational since 1975,,4.79,,15.6,2.582,0.479,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nagthana,Irrigation,Maharashtra,Tumsar,Local Nala,,,Operational since 1975,,15.62,,11.3,3.11,1.562,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Devendra Sagar,Irrigation,Madhya Pradesh,Panna,Local,,,Operational since 1975,,24.6,,18,12.85,2.46,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Hatupur,Irrigation,Madhya Pradesh,Panna,Local,,,Operational since 1975,,,,21.12,1.163,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jamun Hai,Irrigation,Madhya Pradesh,Panna,Local,,,Operational since 1975,,,,16.2,0.897,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Piparia,Irrigation,Maharashtra,Gondia,Teatola,,,Operational since 1975,,1.9,,15.43,1.389,0.19,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bichhia,Irrigation,Madhya Pradesh,Bichhia,Local,,,Operational since 1975,,15.366,,26.53,8.51,1.5366,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jarera,Irrigation,Uttar Pradesh,Banda,Jarera Nala,,,Operational since 1975,,,,15.99,2.69,,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Maro,Irrigation,Uttar Pradesh,Banda,Maro,,,Operational since 1975,,198,,16,6.754,19.8,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Atari,Irrigation,Madhya Pradesh,Rewa,Local,,,Operational since 1975,,9.29,,19.15,2.265,0.929,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mauganj,Irrigation,Madhya Pradesh,Rewa,Local,,,Operational since 1975,,,,17.72,3.819,,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Amjhari,Irrigation,Madhya Pradesh,Sidhi,Local,,,Operational since 1975,,21.7,,16.56,1.345,2.17,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bamraha,Irrigation,Madhya Pradesh,Sidhi,Local,,,Operational since 1975,,7.61,,14,4.199,0.761,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nibudha,Irrigation,Madhya Pradesh,Sidhi,Local,,,Operational since 1975,,2.55,,20.43,1.789,0.255,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Murta,Irrigation,Uttar Pradesh,Sonbhadra,Local Nala,,,Operational since 1975,,,,15.8,1.049,,,,,,,,,,,,,,,,,,,,Government of Uttar Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kanheinalla,Irrigation,Orissa,Berhampur,Kanheinalla,,,Operational since 1975,1517,2.9,,18.89,0.86,0.29,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),83.3786,24.6744
India,IND,,Alkuan,Irrigation,Orissa,Digapahandi,Badanalla Nala,,,Operational since 1975,,4.18,,21.9,2.74,0.418,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Damsal,Irrigation,Orissa,J.K.Road,Kharkhai,,,Operational since 1975,,6.87,,18.26,0.27,0.687,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Debijharan,Irrigation,Orissa,Baulgaon,Deblijharan Nalla,,,Operational since 1975,,3.95,,17.99,1.18,0.395,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Gundurapasi,Irrigation,Orissa,Dhenkanal,Gundurupasi Nalla,,,Operational since 1975,,11.4,,15,4.25,1.14,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jharanai,Irrigation,Orissa,Kodoala,Jharanai,,,Operational since 1975,,6.8,,28,1.42,0.68,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kalijodi,Irrigation,Orissa,Dhenkanal,Kalijodi Nalla,,,Operational since 1975,,5.2,,18.5,1.2,0.52,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kansabansa,Irrigation,Orissa,Rourkela,Kansabansa,,,Operational since 1975,,5.81,,16.77,2.48,0.581,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kumbho,Irrigation,Orissa,Bargarh,Dharkuta Nalla,,,Operational since 1975,,11.4,,18.24,4.06,1.14,,,,,,,,,,,,,,,,,,,Government of Orissa,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Amakoni,Irrigation,Chattisgarh,M'Samund,Local,,,Operational since 1975,,4.75,,15.07,2.33,0.475,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Paniyajob,Irrigation,Chattisgarh,D'Garh,Local,,,Operational since 1975,,1.37,,19.46,,0.137,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Zazarwa M.I.,Irrigation,Gujarat,Palanpur,Tr. Of Banas,,,Operational since 1976,,,,23,1.663,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kurje (Dapchen),Irrigation,Maharashtra,Dahanu,Local Nala,,,Operational since 1976,,55.2,,22.96,39.05,5.52,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ambajal,Irrigation,Gujarat,Visavadar,Ambajal,,,Operational since 1976,,,,31,10.45,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dhari Irrgn. Scheme,Irrigation,Gujarat,Chotila,Sukhbhadar,,,Operational since 1976,,,,18,3.4,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dhatarwadi,Irrigation,Gujarat,Rajula,Dhatawadi,,,Operational since 1976,,,,25,32.71,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Gokhalana,Irrigation,Gujarat,Rajkot,Local Of Vangha,,,Operational since 1976,,,,19,,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kaswati,Irrigation,Gujarat,Bhuj,Kaswati,,,Operational since 1976,,,,16,8.88,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Rupen M.I.,Irrigation,Gujarat,Una,Rupen,,,Operational since 1976,,,,27,3.41,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sarjumi,Irrigation,Gujarat,Limkheda,Kotar,,,Operational since 1976,,,,28,0.608,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Wasana,Irrigation,Gujarat,Amdavad,Sabamati,,,Operational since 1976,,,,21,5.352,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kalote Makoshi,Irrigation,Maharashtra,Khalapur,Local Nala,,,Operational since 1976,,,,27.5,5,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Alwandi,Irrigation,Maharashtra,Igatpur,Vaitarna,,,Operational since 1976,1559,,,37.8,353.75,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),73.5044,19.8203
India,IND,,Phuled,Irrigation,Rajasthan,Marwar,Local Nalla,,,Operational since 1976,,708.5,,14.32,3.722,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Radhud,Irrigation,Maharashtra,Surgana,Local Nala,,,Operational since 1976,,3.2536,,17.65,0.63,0.32536,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Hateri,Irrigation,Maharashtra,Kudal,Local Nala,,,Operational since 1976,,6.8,,15.65,2.109,0.68,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Karanjikhed,Irrigation,Maharashtra,Osmanabad,,Krishna-Godavari,,Operational since 1976,1601,5,,11.6,2.072,0.5,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),73.7544,20.4119
India,IND,,Phootan,Irrigation,Rajasthan,Pratappur,Local Nalla,,,Operational since 1976,,708.5,,12.89,3.55,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Amboli,Irrigation,Maharashtra,Nasik,Kikvi,,,Operational since 1976,,8,,17,3.664,0.8,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Inambari,Irrigation,Maharashtra,Peth,Damanganga,,,Operational since 1976,,3.87,,25.52,2.488,0.387,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Khaperkheda,Irrigation,Maharashtra,Shahada,Kasan,,,Operational since 1976,,,,18.3,2.7,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Devbhane,Irrigation,Maharashtra,Dhule,Bhat,,,Operational since 1976,,,,16.4,2.83,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bardiatank,Irrigation,Rajasthan,Pratapgarh,Local Nalla,,,Operational since 1976,,708.5,,18.9,1.81,70.85,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nal,Irrigation,Madhya Prade,Ratlam,Local Nalla,Mahi,,Operational since 1976,1621,2,,14.18,2.496,0.2,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),74.8894,23.3078
India,IND,,Dighanchi,Irrigation,Maharashtra,Atpadi,Local Nala,,,Operational since 1976,,,,15.8,4,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Talwara,Irrigation,Madhya Pradesh,Dhar,Local,,,Operational since 1976,,98.4,,21.72,0.409,9.84,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bordaivat,Irrigation,Maharashtra,Kalwan,Bhardi,,,Operational since 1976,,3.92,,18.6,1.971,0.392,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Govapur,Irrigation,Maharashtra,Kalwan,Behedi,,,Operational since 1976,,2.7,,25.38,3.54,0.27,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Harkul,Irrigation,Maharashtra,Kanakavali,Local Nala,,,Operational since 1976,,11.5,,19.5,2.652,1.15,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kurwal (Bk),Irrigation,Maharashtra,Khatav,Local Nala,,,Operational since 1976,,1.37,,17,1.41,0.137,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Lahadevi,Irrigation,Maharashtra,Lahadevi,Local Nala,,,Operational since 1976,,,,16.43,,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mandwa,Irrigation,Maharashtra,Dharmi,Mandwa,,,Operational since 1976,,0.0677,,15.9,2.92,0.00677,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Otur,Irrigation,Maharashtra,Kalwan,Markand,,,Operational since 1976,,4.6278,,21.36,2.82,0.46278,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Raghuchiwadi,Irrigation,Maharashtra,O'Bad,Local Nala,,,Operational since 1976,,5.52,,16.55,5.67,0.552,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Raiwadi,Irrigation,Maharashtra,K'Mahankai,Local Nala,,,Operational since 1976,,,,20.35,2.16,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Tongalphodi,Irrigation,Maharashtra,Anjangaon Surji,Kharpani,,,Operational since 1976,,2.64,,16.8,1.44,0.264,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jayakwadi,"Irrigation, Hydropower",Maharashtra,Paithan,Godavan,,,Operational since 1976,1601,3.98,,41.3,2170,0.398,,132,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),75.3669,19.4869
India,IND,,Chaidipura,Irrigation,Madhya Pradesh,Mhow,Local,,,Operational since 1976,,3.59,,21.17,1.43,0.359,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
